Reporting_Airline,Origin,Dest,origin_windy,dest_windy,origin_rain,dest_rain,total_flights,total_delayed_flights,total_weather_delayed_flights,total_dep_delay,total_arr_delay,total_weather_delay
AA,FSD,DFW,1,1,1,0,4,3,0,70.0,70.0,0.0
WN,DEN,LAS,1,1,1,0,12,10,0,366.0,355.0,0.0
OO,MCI,DTW,0,0,1,0,2,1,0,-19.0,2.0,0.0
AS,DFW,SEA,0,1,0,0,11,7,1,198.0,347.0,7.0
AA,ORD,JFK,1,0,1,0,4,2,0,6.0,14.0,0.0
WN,BNA,ATL,0,0,0,1,7,2,0,112.0,106.0,0.0
NK,DFW,ATL,1,0,1,0,6,4,1,851.0,857.0,149.0
OO,IAH,GRR,1,0,1,0,1,1,0,55.0,51.0,0.0
OO,LAX,SAT,0,0,0,1,11,1,0,-66.0,-91.0,
DL,SFO,BOS,1,0,0,0,30,9,0,638.0,121.0,0.0
B6,BOS,ACK,0,0,0,1,1,1,0,-2.0,5.0,
WN,MDW,RDU,1,0,1,0,8,6,0,408.0,383.0,0.0
B6,MCO,BUF,0,0,1,0,9,9,0,507.0,575.0,0.0
YX,DTW,LEX,0,0,1,0,9,3,1,15.0,-4.0,25.0
WN,JAX,MDW,0,1,1,0,6,2,0,131.0,54.0,0.0
F9,MCO,PSE,0,0,0,1,14,7,0,196.0,251.0,0.0
OO,RIC,DTW,0,0,0,0,77,9,1,-222.0,-771.0,15.0
WN,SEA,DAL,0,0,0,0,9,7,0,272.0,191.0,0.0
WN,LAX,BNA,0,1,0,0,14,8,0,152.0,32.0,0.0
DL,ATL,RSW,1,0,0,0,1,1,1,81.0,79.0,25.0
9E,CVG,LGA,1,1,1,1,2,1,0,2.0,5.0,0.0
AA,ALB,CLT,1,0,0,0,5,1,0,-15.0,-59.0,
MQ,ORD,PWM,0,0,0,0,27,8,0,23.0,-243.0,0.0
B6,BOS,AVL,0,0,0,0,21,7,0,335.0,-4.0,0.0
AA,LIH,LAX,1,1,1,0,5,3,0,22.0,22.0,0.0
AA,PHL,PVD,0,1,1,0,3,1,0,48.0,28.0,0.0
NK,MYR,FLL,1,0,1,0,8,6,0,413.0,326.0,0.0
F9,JFK,SJU,0,0,1,0,9,4,1,69.0,-1.0,21.0
OH,CLT,SYR,0,0,0,0,3,2,0,-16.0,16.0,
MQ,DFW,TUL,1,0,1,0,5,2,0,48.0,2.0,0.0
UA,MCO,LAX,1,0,1,0,6,1,1,25.0,-31.0,21.0
AA,ILM,CLT,1,1,1,0,4,4,1,390.0,363.0,8.0
OO,STL,ORD,0,1,0,0,5,0,0,-26.0,-84.0,
UA,RDU,IAD,1,0,1,0,6,4,0,133.0,131.0,0.0
AS,PHL,SEA,1,0,0,0,3,2,0,29.0,36.0,0.0
UA,DEN,TYS,0,0,0,0,13,5,1,98.0,118.0,23.0
OO,LAN,DTW,0,1,0,0,9,4,0,103.0,109.0,0.0
DL,BOS,AUS,1,0,0,0,9,2,0,-26.0,-87.0,
AA,CLT,AVP,0,1,0,0,8,2,0,155.0,89.0,0.0
F9,SEA,DEN,1,0,1,0,8,3,0,95.0,6.0,0.0
NK,SJC,LAX,0,0,0,0,42,8,0,54.0,-230.0,0.0
OO,DTW,ORD,1,1,1,1,4,1,0,392.0,361.0,0.0
OO,SFO,SMF,0,1,0,1,1,0,0,-5.0,-14.0,
DL,MIA,DCA,0,1,1,0,9,4,1,750.0,728.0,447.0
OO,DFW,FWA,0,0,0,0,3,1,0,44.0,36.0,0.0
WN,ATL,AUS,1,0,1,0,5,4,0,68.0,76.0,0.0
OH,GNV,DFW,0,0,0,0,5,2,0,21.0,14.0,0.0
YX,GSP,LGA,1,0,0,0,2,0,0,-18.0,-24.0,
WN,DCA,PVD,1,0,0,0,1,1,0,16.0,11.0,
DL,IAD,SLC,0,0,0,1,7,3,0,10.0,-4.0,
UA,ORD,AVL,0,0,1,0,1,1,0,4.0,17.0,0.0
NK,LAX,MSY,0,0,0,1,2,0,0,-12.0,-22.0,
AA,DFW,MIA,1,1,1,0,15,11,1,421.0,555.0,9.0
WN,DAL,MDW,1,0,0,0,17,7,0,162.0,25.0,0.0
F9,ISP,MYR,0,0,0,1,1,0,0,-10.0,-8.0,
G4,PGD,RFD,1,0,1,0,2,0,0,-6.0,-55.0,
OO,CVG,ORD,1,1,1,0,9,5,1,153.0,191.0,140.0
AA,CLT,SDF,1,1,1,1,2,2,1,138.0,174.0,138.0
UA,SDF,DEN,1,0,1,0,4,3,0,91.0,53.0,0.0
DL,MSP,DTW,0,1,0,0,17,5,0,-12.0,-76.0,0.0
OO,PVU,PHX,0,0,1,0,1,0,0,-2.0,-2.0,
WN,SMF,BOI,0,1,1,1,1,0,0,-4.0,-15.0,
OO,MSP,OKC,1,0,1,0,1,0,0,-7.0,-6.0,
B6,SYR,JFK,1,0,1,0,1,0,0,-1.0,-7.0,
AA,RDU,MIA,0,1,0,1,6,1,0,20.0,-39.0,
MQ,TVC,CLT,0,0,0,0,6,0,0,-14.0,-94.0,
F9,DEN,MSY,0,1,1,0,3,2,1,121.0,121.0,31.0
MQ,DFW,SHV,1,0,0,1,1,1,0,-3.0,7.0,
NK,IAH,SJU,1,0,1,0,3,1,0,88.0,-2.0,
MQ,ABQ,ORD,0,0,0,0,2,0,0,-16.0,-18.0,
YX,DCA,JFK,1,1,0,1,4,1,0,-25.0,-57.0,
WN,SEA,LAS,1,1,0,0,3,2,0,34.0,0.0,
NK,ATL,FLL,1,0,1,0,3,1,0,36.0,31.0,0.0
OO,MSP,MKE,1,1,1,0,1,0,0,-2.0,-12.0,
OO,CIU,MSP,1,1,0,1,1,0,0,-9.0,-28.0,
AS,MSP,SEA,1,0,1,1,3,0,0,-21.0,-63.0,
YX,RDU,IAD,0,0,1,0,2,1,0,-15.0,-7.0,0.0
UA,SFO,ONT,1,0,1,0,2,2,0,72.0,77.0,0.0
YX,GRR,EWR,0,0,1,1,8,6,0,157.0,122.0,0.0
OO,ORD,FAR,1,1,1,1,2,2,0,109.0,135.0,0.0
UA,EWR,HNL,1,0,0,0,1,0,0,18.0,-15.0,
9E,BGR,LGA,0,1,1,1,1,0,0,-10.0,-21.0,
AS,SEA,SBP,0,0,1,1,4,1,0,15.0,-26.0,
WN,BOI,BUR,0,0,1,0,2,0,0,-4.0,-13.0,
YX,BHM,ORD,1,0,0,0,1,0,0,-6.0,-4.0,
NK,LAX,MCI,1,0,0,0,1,0,0,2.0,-19.0,
NK,SMF,SAN,0,0,0,0,21,6,0,189.0,212.0,0.0
UA,MIA,EWR,0,1,0,0,21,6,0,160.0,-64.0,0.0
OO,DFW,ACT,0,0,0,1,9,7,1,351.0,385.0,224.0
OO,DFW,TYR,0,1,0,1,2,2,0,81.0,108.0,0.0
AS,OME,ANC,1,0,0,1,2,1,0,-17.0,-3.0,
OH,XNA,DFW,0,1,1,0,2,1,0,-15.0,-20.0,
AS,SEA,MIA,0,0,1,1,4,2,0,14.0,-55.0,
OO,SFO,BFL,0,0,1,0,10,6,0,186.0,193.0,0.0
DL,DFW,MSP,0,1,1,1,2,0,0,-4.0,-43.0,
AA,DFW,SEA,0,1,1,1,6,3,1,134.0,77.0,9.0
9E,GTR,ATL,1,0,1,1,7,1,0,-24.0,-67.0,
WN,MDW,CLE,0,1,0,0,6,2,0,41.0,8.0,0.0
OH,CLT,OKC,0,1,0,0,3,1,0,39.0,5.0,0.0
OO,GEG,SLC,0,0,1,1,3,1,0,-7.0,-37.0,
B6,ATL,JFK,0,0,1,1,11,7,0,570.0,595.0,0.0
UA,MSN,ORD,0,1,1,0,7,4,0,4.0,10.0,0.0
AA,CLT,SMF,0,1,0,0,1,1,0,26.0,34.0,0.0
AA,MIA,DEN,0,1,1,0,7,1,1,149.0,42.0,116.0
WN,PHL,MCO,0,0,1,1,3,3,0,84.0,101.0,0.0
NK,EWR,ORD,0,1,0,1,1,0,0,3.0,-13.0,
YX,JFK,RDU,0,1,1,0,1,1,1,132.0,126.0,60.0
DL,BOS,RSW,0,1,0,1,2,2,0,166.0,157.0,0.0
AS,SEA,SFO,0,1,1,1,7,6,1,432.0,541.0,53.0
WN,SRQ,DEN,0,1,0,0,2,2,0,21.0,40.0,0.0
WN,AMA,DEN,0,0,0,0,2,2,0,31.0,25.0,0.0
AA,CLT,CMH,1,0,0,0,4,2,2,179.0,141.0,39.0
OH,DCA,DSM,1,0,1,0,6,2,0,92.0,32.0,0.0
G4,ATW,FLL,0,1,1,0,2,1,0,-1.0,28.0,0.0
OH,ORF,PHL,1,1,1,1,1,1,0,55.0,61.0,0.0
G4,ATW,PIE,0,1,1,1,1,1,1,3.0,64.0,3.0
YX,HPN,DTW,0,0,1,1,1,1,1,35.0,17.0,17.0
MQ,XNA,CLT,1,1,1,1,1,1,0,82.0,129.0,0.0
WN,CLT,DAL,1,1,1,0,1,1,0,28.0,48.0,0.0
MQ,CMI,DFW,1,1,1,0,7,3,1,11.0,75.0,7.0
UA,SFO,BOS,0,0,1,1,5,1,0,49.0,-25.0,0.0
WN,HOU,BNA,1,1,1,0,3,2,0,59.0,62.0,0.0
NK,LAX,DFW,1,1,1,0,4,1,0,64.0,-20.0,0.0
AA,PHX,ORD,0,1,0,0,4,2,0,135.0,116.0,0.0
NK,LAS,SEA,0,0,1,1,4,2,0,93.0,15.0,0.0
DL,MCI,DTW,0,0,1,1,3,1,0,-37.0,-32.0,0.0
OO,PSP,SEA,0,0,0,0,1,1,0,24.0,23.0,0.0
F9,MCO,DSM,0,0,0,1,1,1,0,47.0,30.0,0.0
OO,LAX,OKC,1,1,1,0,4,1,0,-28.0,-42.0,
OO,AUS,EGE,0,0,1,1,2,0,0,-2.0,-35.0,
MQ,OKC,DFW,1,1,1,1,3,2,1,105.0,137.0,96.0
OO,LAX,SEA,1,1,1,0,1,0,0,-3.0,-41.0,
UA,DEN,BNA,0,0,0,1,3,2,0,42.0,60.0,0.0
G4,SRQ,BOS,1,0,0,0,1,1,0,66.0,55.0,0.0
YX,DCA,RDU,1,1,1,0,1,0,0,-4.0,-30.0,
9E,DTW,OMA,1,1,0,0,1,0,0,-4.0,-25.0,
YX,DCA,PWM,1,0,1,0,2,1,0,55.0,20.0,0.0
OH,PHL,MKE,0,1,0,0,3,1,0,195.0,134.0,0.0
MQ,ORD,COU,1,0,0,0,4,0,0,-8.0,-39.0,
OO,HYS,SLN,0,0,0,1,1,0,0,-16.0,-21.0,
9E,DTW,DCA,1,0,1,1,1,0,0,-2.0,-10.0,
YX,PIT,BOS,1,1,0,1,2,0,0,-8.0,-23.0,
OO,IAH,LFT,1,0,0,0,2,0,0,-3.0,-21.0,
G4,AZA,STC,0,1,0,0,1,0,0,-19.0,-36.0,
DL,BIL,MSP,1,1,0,0,1,1,0,8.0,45.0,0.0
UA,EWR,CHS,0,1,1,1,3,0,0,-16.0,-31.0,
9E,DTW,TYS,0,1,0,0,2,0,0,-11.0,-32.0,
WN,ABQ,AUS,1,1,1,0,1,1,0,10.0,5.0,
9E,MCI,DTW,1,1,0,1,1,0,0,-8.0,-16.0,
9E,BHM,DTW,0,1,1,0,1,1,0,-3.0,5.0,
OH,DFW,BTR,0,1,0,0,5,1,0,-20.0,-25.0,
OH,ILM,DCA,0,1,1,0,1,1,0,64.0,59.0,0.0
9E,JFK,BNA,1,1,0,0,1,1,0,19.0,7.0,
9E,CLE,JFK,1,1,1,1,3,3,0,30.0,78.0,0.0
OO,SLC,SUN,0,1,1,0,2,0,0,-20.0,-31.0,
9E,LGA,CLE,1,0,1,0,1,0,0,-1.0,-20.0,
G4,GRI,LAS,1,0,1,0,1,1,0,45.0,29.0,0.0
OH,DFW,XNA,1,0,1,0,1,1,0,7.0,8.0,
B6,AUS,JFK,1,0,0,0,4,2,1,1520.0,1488.0,55.0
MQ,DCA,XNA,0,0,1,1,1,0,0,-1.0,-3.0,
NK,MYR,BWI,0,0,0,1,1,0,0,-13.0,-20.0,
OH,CID,DCA,1,1,0,0,5,2,0,-34.0,-36.0,
WN,STL,PNS,0,1,0,1,1,0,0,5.0,-2.0,
UA,MSN,DEN,0,1,1,0,7,2,0,262.0,222.0,0.0
MQ,BTV,ORD,1,1,0,0,1,1,0,-2.0,18.0,0.0
NK,ORD,PDX,0,0,1,0,2,1,0,117.0,84.0,0.0
WN,SAT,MDW,1,0,0,1,2,1,0,201.0,182.0,0.0
OO,LGA,MSN,0,0,0,1,2,0,0,-10.0,-33.0,
DL,ORD,SEA,0,0,1,1,4,1,0,4.0,-44.0,
AA,PDX,ORD,0,0,1,0,3,2,0,19.0,29.0,0.0
YX,PHL,EYW,0,0,0,1,1,0,0,-5.0,-11.0,
DL,ATL,ORD,1,0,0,0,1,0,0,-4.0,-25.0,
OO,DTW,AZO,1,0,0,0,2,1,0,-14.0,-15.0,
G4,USA,FLL,0,0,0,1,2,1,0,4.0,-1.0,
MQ,SAV,MIA,0,1,0,1,3,2,0,-17.0,2.0,
NK,CMH,FLL,1,1,1,1,1,0,0,-4.0,-20.0,
WN,ATL,JAX,1,0,1,0,2,1,0,39.0,32.0,0.0
B6,SFO,JFK,1,0,1,1,4,1,0,16.0,5.0,0.0
WN,LGA,MDW,1,0,0,0,3,1,0,58.0,5.0,0.0
F9,JFK,SJU,1,1,0,0,5,5,0,33.0,114.0,0.0
OO,SBA,PHX,0,0,1,1,3,2,0,84.0,76.0,0.0
UA,MCO,CLE,0,0,1,1,1,1,0,11.0,8.0,
B6,PVD,TPA,0,1,1,1,1,1,0,-9.0,56.0,0.0
OO,SHV,IAH,0,0,1,0,2,0,0,-11.0,-42.0,
MQ,CLT,CHS,0,0,1,0,3,0,0,-6.0,-44.0,
DL,SRQ,MSP,0,1,0,1,1,1,0,19.0,19.0,0.0
OH,DFW,MKE,0,0,0,0,5,1,0,-33.0,-66.0,
YX,BOS,JAX,0,0,0,1,1,0,0,-6.0,-27.0,
G4,FWA,SFB,1,0,1,0,1,1,0,-5.0,4.0,
AA,SEA,PHX,0,0,0,0,5,1,0,96.0,25.0,0.0
B6,DCA,PBI,1,0,1,1,2,1,0,54.0,48.0,0.0
MQ,ORD,RST,0,0,1,0,3,2,1,722.0,711.0,500.0
NK,BOS,LAS,1,0,1,0,1,1,0,-4.0,16.0,0.0
AA,SLC,MIA,1,0,1,0,1,1,0,9.0,33.0,0.0
AA,AUS,PHX,0,1,0,1,1,1,0,2.0,5.0,
MQ,DFW,TRI,0,0,0,1,8,2,0,20.0,-10.0,0.0
WN,ICT,LAS,1,1,1,0,1,0,0,-12.0,-20.0,
OH,CLT,BHM,1,1,1,1,1,1,1,440.0,446.0,440.0
UA,EWR,CVG,1,1,1,0,2,2,0,520.0,488.0,0.0
WN,OAK,BLI,0,0,1,1,2,0,0,-7.0,-21.0,
WN,PHX,SDF,0,0,1,1,1,1,0,42.0,71.0,0.0
F9,PHX,CLE,0,0,1,0,2,0,0,-11.0,-45.0,
OH,LIT,DFW,1,0,1,0,1,1,1,3.0,18.0,3.0
UA,ORD,GRR,0,0,0,1,3,1,0,115.0,74.0,0.0
UA,CLE,IAH,0,0,0,1,4,1,0,-1.0,32.0,0.0
OO,ORD,CID,0,0,0,1,2,1,0,63.0,37.0,0.0
AA,DFW,MKE,1,0,0,1,3,2,0,640.0,600.0,0.0
9E,GSO,ATL,0,1,0,0,1,0,0,3.0,-10.0,
NK,BOS,BNA,1,1,1,0,3,3,0,70.0,61.0,0.0
G4,CAK,BNA,0,1,1,0,2,0,0,-47.0,-90.0,
DL,DTW,CLT,1,1,1,0,5,4,0,124.0,102.0,0.0
OH,HPN,DCA,1,1,1,0,2,2,0,42.0,23.0,0.0
YX,CLE,LGA,1,1,1,1,1,1,0,-11.0,1.0,
WN,STL,LGB,1,0,0,0,2,0,0,11.0,-50.0,
NK,CMH,RSW,0,1,1,0,2,2,0,51.0,92.0,0.0
OO,SJC,SLC,0,0,1,1,2,0,0,-20.0,-37.0,
WN,FLL,MCI,0,1,0,0,3,3,0,75.0,75.0,0.0
DL,PBI,HPN,1,0,1,0,1,0,0,4.0,0.0,
B6,PBI,LAX,1,1,1,1,1,1,0,-12.0,12.0,
AA,SNA,PHX,0,1,1,0,1,1,0,-5.0,23.0,0.0
AA,TUS,DFW,1,0,1,1,1,0,0,-9.0,-8.0,
OO,PDX,OAK,0,0,0,0,5,2,0,61.0,53.0,0.0
AA,CMH,PHX,0,1,0,1,1,0,0,-2.0,-10.0,
OO,DEN,SLN,0,0,0,0,1,1,0,2.0,8.0,
OO,LGA,MCI,0,1,0,0,2,1,0,-9.0,8.0,0.0
DL,LAX,FLL,1,1,1,0,1,1,0,29.0,3.0,
NK,LAX,LAS,1,1,0,0,3,1,0,24.0,-23.0,
G4,RFD,PGD,0,1,1,0,3,2,1,25.0,-1.0,17.0
WN,PDX,OAK,0,1,0,1,1,0,0,-1.0,-2.0,
MQ,CVG,DCA,0,1,0,1,2,0,0,-8.0,-8.0,
9E,LGA,PVD,1,0,1,0,1,0,0,0.0,-2.0,
NK,IND,MCO,0,1,1,1,2,0,0,-12.0,-31.0,
UA,DCA,SFO,0,0,1,0,5,1,0,19.0,-114.0,
B6,JFK,RNO,1,0,0,0,1,0,0,25.0,-4.0,
YX,PHL,ATL,1,0,0,0,2,2,0,7.0,12.0,
F9,SLC,LAS,1,1,1,0,1,0,0,-4.0,-23.0,
MQ,ORD,MEM,1,1,0,1,2,1,0,2.0,0.0,
AA,DCA,ATL,0,1,1,0,1,0,0,-3.0,-23.0,
WN,CVG,BWI,1,0,0,1,3,1,0,153.0,115.0,0.0
NK,FLL,PHL,1,0,1,1,2,1,0,224.0,215.0,0.0
WN,MCO,ALB,0,0,1,1,2,2,0,274.0,238.0,0.0
MQ,ORD,CVG,1,1,1,1,8,8,3,198.0,238.0,108.0
B6,JFK,DTW,0,1,1,1,1,1,0,-4.0,9.0,
G4,PGD,ELM,0,0,0,1,1,0,0,-5.0,-23.0,
AA,ORD,IND,1,1,1,1,1,0,0,-7.0,-12.0,
DL,SGF,ATL,0,0,1,1,1,0,0,1.0,-4.0,
G4,FWA,PGD,0,1,1,0,1,1,0,277.0,292.0,0.0
WN,CLE,MDW,1,0,1,1,1,0,0,2.0,-9.0,
OH,PVD,PHL,1,1,0,1,1,0,0,-13.0,0.0,
WN,BWI,PHX,1,0,0,0,6,5,0,320.0,276.0,0.0
AA,DFW,LEX,0,1,0,1,1,1,0,18.0,12.0,
B6,BNA,JFK,0,1,0,1,1,0,0,-9.0,-34.0,
AA,SEA,DFW,0,1,1,1,5,3,0,280.0,212.0,0.0
MQ,FWA,ORD,1,1,0,0,2,0,0,-5.0,-30.0,
AS,SEA,RSW,1,1,0,0,1,1,0,12.0,7.0,
AA,DFW,SEA,1,1,1,0,4,3,1,244.0,221.0,3.0
NK,MIA,DTW,0,1,1,0,3,2,0,109.0,56.0,0.0
DL,MSY,MSP,1,1,0,1,1,1,0,3.0,7.0,
9E,JFK,RIC,1,0,0,0,6,3,0,274.0,96.0,0.0
WN,STL,LGA,0,1,0,1,4,1,0,3.0,-20.0,
F9,DFW,DTW,0,0,0,1,2,0,0,-10.0,-27.0,
MQ,SAV,MIA,1,0,0,0,1,1,0,15.0,11.0,
MQ,CMH,DFW,0,1,0,1,3,1,1,178.0,186.0,183.0
G4,PIE,TVC,0,0,0,1,2,0,0,-30.0,-50.0,
WN,LAX,ABQ,0,0,0,1,2,1,0,10.0,6.0,
G4,FLL,ORF,0,1,0,0,1,1,0,-6.0,2.0,
MQ,LFT,DFW,1,0,0,0,2,0,0,-7.0,-28.0,
AA,CLT,MCI,0,1,1,0,5,3,1,106.0,51.0,8.0
DL,FAR,MSP,0,1,0,0,4,1,0,-5.0,-15.0,0.0
OH,LEX,PHL,0,0,1,0,1,0,0,-16.0,-21.0,
OH,CLT,BTV,0,0,0,1,4,2,0,94.0,64.0,0.0
G4,MYR,ABE,0,0,1,1,2,1,0,-15.0,-14.0,0.0
YX,LGA,BOS,1,0,1,1,6,4,0,-18.0,-5.0,
DL,ANC,DTW,1,0,1,0,1,1,0,0.0,7.0,
AS,KOA,PDX,0,0,0,0,2,0,0,-17.0,-31.0,
WN,OAK,KOA,1,0,0,1,1,0,0,-2.0,-6.0,
NK,MSP,LAS,1,0,0,0,1,1,0,7.0,50.0,0.0
OO,ICT,DEN,1,0,1,1,2,1,1,50.0,35.0,53.0
MQ,COS,DFW,0,0,0,1,2,2,0,-13.0,45.0,0.0
B6,BOS,ATL,0,1,0,1,1,1,1,40.0,41.0,40.0
MQ,DCA,SDF,0,0,0,0,5,1,0,-21.0,-64.0,
B6,TLH,FLL,0,1,0,1,2,0,0,-16.0,-45.0,
MQ,CLT,BHM,0,0,0,0,1,0,0,3.0,-7.0,
YX,SYR,EWR,0,1,1,0,1,0,0,-6.0,-30.0,
OO,ORD,PNS,0,1,1,0,3,1,0,10.0,10.0,0.0
UA,ORD,MIA,1,1,1,1,2,1,0,94.0,79.0,0.0
WN,DEN,CHS,0,0,1,1,1,1,0,-4.0,11.0,
UA,ABQ,IAH,0,0,0,0,4,2,1,5.0,104.0,20.0
UA,STT,EWR,0,1,0,0,2,0,0,-14.0,-48.0,
OO,BZN,SFO,0,1,0,0,1,0,0,-9.0,-23.0,
DL,TVC,DTW,0,1,1,0,1,0,0,6.0,-5.0,
YX,CLE,BOS,1,1,1,0,3,1,0,140.0,149.0,0.0
OO,PDX,FAT,0,1,1,1,2,1,0,37.0,40.0,0.0
AA,PHL,DTW,1,1,0,0,1,1,0,-6.0,3.0,
UA,GJT,DEN,0,1,0,1,2,1,0,91.0,51.0,0.0
DL,SEA,OGG,0,0,0,1,3,0,0,-4.0,-116.0,
DL,SEA,MCO,0,1,1,1,1,1,0,8.0,3.0,
AA,BOS,ORD,1,0,1,1,3,0,0,-26.0,-66.0,
9E,ORF,DTW,0,1,1,1,1,0,0,-4.0,-29.0,
9E,PVD,DTW,0,1,1,1,4,1,0,52.0,16.0,0.0
DL,GEG,MSP,0,0,1,1,2,1,0,14.0,35.0,0.0
G4,SWF,PGD,0,1,0,0,3,1,0,-19.0,-38.0,
WN,CMH,RSW,0,0,0,1,2,2,0,33.0,27.0,0.0
9E,MSP,CHS,1,0,1,0,1,1,1,146.0,158.0,6.0
OO,SUN,SFO,0,1,0,1,4,4,0,1261.0,1491.0,0.0
AA,DFW,SJC,1,0,0,1,2,1,1,205.0,163.0,29.0
WN,SMF,HOU,1,0,1,0,2,0,0,13.0,-17.0,
OO,MDT,DTW,0,0,1,1,3,1,0,32.0,-7.0,0.0
OH,DCA,ROC,0,1,1,0,2,1,0,-17.0,-7.0,
G4,VPS,BLV,0,1,0,1,1,1,0,426.0,425.0,0.0
NK,SNA,OAK,0,1,0,0,2,2,0,239.0,232.0,0.0
WN,SNA,SMF,0,1,0,1,4,3,0,89.0,73.0,0.0
WN,SLC,SAN,0,1,1,0,1,0,0,14.0,-7.0,
MQ,AVL,DCA,0,1,1,1,1,0,0,-7.0,-13.0,
OO,BOI,ORD,0,1,1,0,8,3,0,-45.0,-68.0,
NK,MIA,DTW,0,0,1,1,1,1,0,22.0,36.0,0.0
DL,GSO,ATL,1,1,0,0,5,2,0,1.0,-16.0,0.0
F9,ISP,MCO,1,1,1,0,4,3,0,340.0,368.0,0.0
WN,MIA,MDW,0,1,0,1,2,1,0,-2.0,5.0,
WN,FLL,PHX,0,0,0,0,3,3,0,77.0,89.0,0.0
WN,CHS,DEN,0,1,0,1,3,2,0,16.0,-10.0,
OH,PVD,DCA,0,0,1,1,8,2,0,-56.0,-44.0,0.0
AS,OAK,SEA,1,0,1,1,2,0,0,-19.0,-55.0,
OO,SMF,SAN,0,0,1,1,7,1,0,528.0,491.0,0.0
AA,SJC,DFW,1,0,1,1,1,1,0,-8.0,3.0,
AA,SAN,PHX,0,0,0,1,1,1,0,-1.0,9.0,
MQ,CLT,CHA,0,0,1,0,2,1,1,175.0,158.0,69.0
DL,BOS,LAX,0,0,1,1,3,1,0,4.0,-21.0,
YX,MCI,LGA,0,0,1,1,1,1,0,248.0,237.0,0.0
G4,SAV,CAK,0,1,1,0,1,0,0,-7.0,-19.0,
YX,ROC,DCA,0,1,0,0,2,1,0,7.0,-21.0,
9E,GSO,DTW,0,1,0,1,3,0,0,-22.0,-56.0,
AA,CID,PHX,1,0,0,0,4,1,0,4.0,-35.0,
OO,BOI,DEN,0,0,1,1,2,2,0,186.0,285.0,0.0
WN,FLL,SAT,1,0,1,0,1,1,0,39.0,38.0,0.0
B6,TPA,BDL,1,0,0,0,2,1,0,8.0,-15.0,
WN,BWI,MHT,0,1,1,0,1,0,0,-3.0,-16.0,
B6,BOS,RDU,1,1,0,0,3,1,0,-6.0,-13.0,0.0
B6,DCA,SJU,0,1,0,0,2,2,0,62.0,96.0,0.0
UA,CLE,LAX,0,1,0,0,2,1,0,7.0,-18.0,
AS,LAS,SFO,0,0,1,0,2,2,0,231.0,231.0,0.0
OO,LEX,ATL,1,0,1,1,1,0,0,-7.0,-5.0,
MQ,JAN,CLT,0,0,1,0,2,2,0,27.0,22.0,0.0
F9,TPA,DTW,0,1,0,1,1,0,0,-1.0,-22.0,
DL,JFK,STT,1,1,0,0,2,1,0,45.0,77.0,0.0
OO,SLC,MFR,1,0,0,0,1,1,0,15.0,22.0,0.0
OO,AUS,SJC,1,0,1,0,1,0,0,-8.0,-5.0,
OH,GSO,CLT,0,1,1,0,4,3,0,39.0,84.0,0.0
MQ,BDL,ORD,1,0,1,1,1,0,0,-4.0,-32.0,
OO,SAT,IAH,0,0,0,1,2,1,0,-20.0,-6.0,0.0
OO,CLE,DTW,0,1,0,0,3,0,0,-18.0,-31.0,
MQ,ACT,DFW,1,1,1,0,1,1,0,-5.0,4.0,
AA,VPS,DFW,0,1,0,1,3,3,1,159.0,233.0,160.0
B6,LAX,FLL,1,1,1,0,2,2,0,14.0,15.0,
OO,SEA,GTF,1,1,0,0,1,1,0,51.0,43.0,0.0
AS,SEA,MSP,1,1,0,0,2,1,0,14.0,5.0,
UA,EWR,IAH,0,0,1,1,7,5,0,33.0,452.0,0.0
OO,IAD,JFK,0,0,0,1,7,4,1,121.0,52.0,73.0
9E,LGA,BUF,1,0,0,0,1,1,0,61.0,63.0,0.0
WN,OMA,DCA,0,0,0,1,11,3,0,20.0,-75.0,0.0
F9,CLT,SJU,0,1,0,1,3,3,0,42.0,107.0,0.0
NK,CMH,EWR,0,0,1,0,3,1,0,21.0,9.0,0.0
WN,SAV,MDW,1,1,1,0,2,0,0,-14.0,-44.0,
OH,CLT,BGR,1,0,1,0,1,1,1,20.0,27.0,11.0
NK,EWR,LAS,1,0,0,0,1,1,0,23.0,23.0,0.0
OO,SFO,ASE,1,1,0,0,1,0,0,-5.0,-21.0,
AA,RDU,DCA,1,1,1,1,1,0,0,-10.0,,
UA,SEA,DEN,0,1,1,1,1,1,0,19.0,23.0,0.0
G4,FNT,AZA,0,0,1,1,1,0,0,-6.0,-12.0,
G4,SFB,PIT,0,0,1,0,2,0,0,-9.0,-17.0,
WN,DCA,MCI,0,0,1,1,3,2,0,18.0,-11.0,
OO,DEN,GCC,0,1,1,0,3,1,0,111.0,104.0,0.0
DL,RSW,ATL,1,1,1,1,1,1,0,19.0,19.0,0.0
MQ,DCA,CMH,0,1,1,1,1,1,0,-3.0,10.0,
MQ,CVG,ORD,1,1,1,0,7,6,2,1073.0,1151.0,50.0
G4,PGD,PIT,0,0,1,0,3,2,1,187.0,180.0,129.0
OO,MSP,ICT,1,0,1,0,1,1,0,25.0,61.0,0.0
UA,SFO,LIH,0,1,1,1,3,0,0,-21.0,-69.0,
UA,ORD,GRR,1,1,1,1,2,0,0,-15.0,-25.0,
UA,CHS,DEN,0,0,1,1,1,1,0,77.0,57.0,0.0
YX,PIT,BOS,0,1,0,0,6,3,0,166.0,122.0,0.0
